"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"symbol"	"description"
"ENSG00000003989"	1580.95445829899	-0.0126333884434889	0.0979301247014294	0.353909412411448	0.80869814425924	"SLC7A2"	"solute carrier family 7 member 2"
"ENSG00000004059"	4713.71322849867	-0.0192391020235798	0.0812986109452398	0.68230183501376	0.936432788650901	"ARF5"	"ADP ribosylation factor 5"
"ENSG00000004139"	363.814745198582	0.000168278020851522	0.0947380432910871	0.993552959193541	0.999583491519877	"SARM1"	"sterile alpha and TIR motif containing 1"
"ENSG00000004142"	7370.45863773494	-0.0155916720451715	0.0868869792170952	0.714259965821735	0.948774619378544	"POLDIP2"	"DNA polymerase delta interacting protein 2"
"ENSG00000004399"	4508.40427859731	0.046636036944176	0.105487343773316	0.188038999364683	0.685328078578623	"PLXND1"	"plexin D1"
"ENSG00000004455"	4874.68621580488	0.0293757160273721	0.0970732969693674	0.378728867052573	0.823402519043797	"AK2"	"adenylate kinase 2"
"ENSG00000004468"	239.216462328999	-0.00774177110194542	0.0969668830640077	0.627134053450057	0.925434439879234	"CD38"	"CD38 molecule"
"ENSG00000004478"	6025.86872590528	-0.000757770277861764	0.0913899200497988	0.981552207813629	0.998041975068155	"FKBP4"	"FKBP prolyl isomerase 4"
"ENSG00000004487"	2074.74206202061	0.00593871917780743	0.0772187816796097	0.850077422689889	0.975202862925247	"KDM1A"	"lysine demethylase 1A"
"ENSG00000004534"	3336.60127435628	-0.06465856477418	0.112534579623561	0.151679427043635	0.648172779367908	"RBM6"	"RNA binding motif protein 6"
"ENSG00000004660"	277.337209554763	0.0036037963259038	0.0946487800778737	0.874655310737784	0.980033289820962	"CAMKK1"	"calcium/calmodulin dependent protein kinase kinase 1"
"ENSG00000004700"	781.342991079777	0.0193608919948712	0.0971559193581191	0.442322251236927	0.858125358265681	"RECQL"	"RecQ like helicase"
"ENSG00000004766"	979.416667620392	-0.0306400334435481	0.093758938517656	0.44344861172	0.858891380740493	"VPS50"	"VPS50 subunit of EARP/GARPII complex"
"ENSG00000004776"	134.703234854551	-1.19193062614752	0.63578318051744	0.00094736374264726	0.0831080351166045	"HSPB6"	"heat shock protein family B (small) member 6"
"ENSG00000004777"	614.671553387363	-0.0229858921264866	0.0953533978371219	0.480935070619226	0.872682780344215	"ARHGAP33"	"Rho GTPase activating protein 33"
"ENSG00000004779"	2152.66401046279	-0.0165338309639536	0.089622532412035	0.660360452620564	0.932904165755519	"NDUFAB1"	"NADH:ubiquinone oxidoreductase subunit AB1"
"ENSG00000004799"	2516.77716992396	-0.00337355283030681	0.0966064520108235	0.838043370925032	0.973115818242691	"PDK4"	"pyruvate dehydrogenase kinase 4"
"ENSG00000004838"	119.460467801302	-0.0244776715092138	0.100694882582723	0.166021246104657	0.664232702294421	"ZMYND10"	"zinc finger MYND-type containing 10"
"ENSG00000004864"	1698.29501276824	-0.0715763218013547	0.124645152038634	0.0919137266042082	0.551870016123676	"SLC25A13"	"solute carrier family 25 member 13"
"ENSG00000004866"	821.620544662401	0.00379531404958904	0.0851544014784695	0.929584419613588	0.99046401987947	"ST7"	"suppression of tumorigenicity 7"
"ENSG00000004897"	2113.66294462563	0.0135918653452292	0.0829482066564287	0.768669226447054	0.959939509492325	"CDC27"	"cell division cycle 27"
"ENSG00000004961"	1021.19506431322	0.0552733909799968	0.108282177643129	0.182603073248055	0.681590454092929	"HCCS"	"holocytochrome c synthase"
"ENSG00000004975"	1500.93415818759	-0.0102153094954113	0.0879181860807794	0.794180506795038	0.965854855007922	"DVL2"	"dishevelled segment polarity protein 2"
"ENSG00000005001"	2014.07680783	0.0140063638425678	0.098130438953318	0.346299101463301	0.804321402596298	"PRSS22"	"serine protease 22"
"ENSG00000005007"	6155.76777634439	-0.0641652006978761	0.0911195349172335	0.229768885191283	0.726151297518898	"UPF1"	"UPF1 RNA helicase and ATPase"
"ENSG00000005020"	1913.91272812331	0.0128106733004222	0.0943461578684596	0.652338395879768	0.93034261856875	"SKAP2"	"src kinase associated phosphoprotein 2"
"ENSG00000005022"	9907.82608557733	0.00958170031665076	0.0921545150592403	0.769313350378851	0.96009444529484	"SLC25A5"	"solute carrier family 25 member 5"
"ENSG00000005059"	604.381603772364	0.0180603955831537	0.0980859734236301	0.374431643610791	0.820322363821945	"MCUB"	"mitochondrial calcium uniporter dominant negative subunit beta"
"ENSG00000005075"	1714.69886675617	0.0211305665134593	0.0909424036094327	0.581487645438576	0.91315593006994	"POLR2J"	"RNA polymerase II subunit J"
"ENSG00000005100"	1089.6322082939	-0.0153595044661104	0.0902026710900369	0.680114400584228	0.936202876313761	"DHX33"	"DEAH-box helicase 33"
"ENSG00000005102"	102.544270502717	-0.0155123426655817	0.0982112615547372	0.345444502846998	0.804029369819455	"MEOX1"	"mesenchyme homeobox 1"
"ENSG00000005108"	306.179059266968	0.0251615696069621	0.101240978270088	0.114796914325419	0.591418902237566	"THSD7A"	"thrombospondin type 1 domain containing 7A"
"ENSG00000005156"	1226.70756743788	0.00278737672174997	0.0901198892694855	0.937517378499016	0.991382920266513	"LIG3"	"DNA ligase 3"
"ENSG00000005175"	1065.51732505374	-0.0418870777880818	0.0846549510590363	0.399568240274802	0.836246846407351	"RPAP3"	"RNA polymerase II associated protein 3"
"ENSG00000005187"	1951.5418075692	-0.0207123834178028	0.100290300716891	0.0658298085833529	0.495259680770091	"ACSM3"	"acyl-CoA synthetase medium chain family member 3"
"ENSG00000005189"	178.223043642386	-0.0325434545208063	0.0996613686829604	0.291807403980747	0.772877730049391	"REXO5"	"RNA exonuclease 5"
"ENSG00000005194"	2270.52593054519	0.0229787497889014	0.0889413506089228	0.630204719526817	0.926156398238686	"CIAPIN1"	"cytokine induced apoptosis inhibitor 1"
"ENSG00000005206"	3290.18792587977	0.0139719954982187	0.0936329368087587	0.652941333665572	0.930775057746097	"SPPL2B"	"signal peptide peptidase like 2B"
"ENSG00000005238"	1202.84724592705	-0.00111321038407593	0.0922817652243365	0.943754788172836	0.992313998828789	"ATOSB"	"atos homolog B"
"ENSG00000005243"	342.204724968937	-0.025429434430368	0.0989431822209324	0.317260797120412	0.787038786595829	"COPZ2"	"COPI coat complex subunit zeta 2"
"ENSG00000005249"	244.94857723612	-0.000980158692029861	0.0964289412602779	0.951153322928246	0.993823744336165	"PRKAR2B"	"protein kinase cAMP-dependent type II regulatory subunit beta"
"ENSG00000005302"	1269.30440424131	-0.00710893672580678	0.0868742546747871	0.862239105895914	0.978169295241553	"MSL3"	"MSL complex subunit 3"
"ENSG00000005339"	4480.2234678182	-0.020462908696067	0.0888726767179801	0.61642450732272	0.92300874967496	"CREBBP"	"CREB binding protein"
"ENSG00000005379"	1388.58991011344	-0.00512753968659316	0.0957214764698559	0.807603186184548	0.96943879755721	"TSPOAP1"	"TSPO associated protein 1"
"ENSG00000005421"	974.600919414865	-0.0174688978010559	0.0995716736253063	0.137242355393905	0.630162076421502	"PON1"	"paraoxonase 1"
"ENSG00000005436"	700.30996352202	-0.0118202517956714	0.0867807114050277	0.79304120999217	0.965718780447161	"GCFC2"	"GC-rich sequence DNA-binding factor 2"
"ENSG00000005448"	793.293554701049	0.0179317790668595	0.0969433464556967	0.450187961402519	0.86159260679989	"WDR54"	"WD repeat domain 54"
"ENSG00000005469"	898.166467759626	-0.0304582302670303	0.0983450700076462	0.353877227341782	0.80869814425924	"CROT"	"carnitine O-octanoyltransferase"
"ENSG00000005471"	528.31031928789	-0.0301234565042849	0.104502514158683	0.00174390514295806	0.113030223028632	"ABCB4"	"ATP binding cassette subfamily B member 4"
"ENSG00000005483"	2998.38341716399	0.00191892162241929	0.0869486582291436	0.960681776919507	0.994822934860291	"KMT2E"	"lysine methyltransferase 2E (inactive)"
"ENSG00000005486"	4930.9833969528	0.0281251805506641	0.0925524354308436	0.449660596803703	0.861294659104068	"RHBDD2"	"rhomboid domain containing 2"
"ENSG00000005513"	287.382408736246	-0.0347347885423985	0.106353308761873	0.00732991578646647	0.212581678700893	"SOX8"	"SRY-box transcription factor 8"
"ENSG00000005700"	2911.57271136192	-0.031859848673335	0.099054814518469	0.325659289929229	0.792081230033549	"IBTK"	"inhibitor of Bruton tyrosine kinase"
"ENSG00000005801"	1235.78695784503	-0.0383280508415804	0.101162001762541	0.25480694674706	0.743413702049724	"ZNF195"	"zinc finger protein 195"
"ENSG00000005810"	1392.61779821211	-0.0185540874800568	0.0930371748814348	0.588682153140318	0.91447616564996	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005812"	1179.7365373141	-0.00574747896420328	0.0895750817527974	0.873186179675371	0.980033289820962	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000005844"	1068.32776643662	-0.0174143536628144	0.0983169732486157	0.338420828163773	0.800815985762774	"ITGAL"	"integrin subunit alpha L"
"ENSG00000005882"	937.590945513884	0.0279102704084394	0.096745036572589	0.411076597282874	0.842751706668727	"PDK2"	"pyruvate dehydrogenase kinase 2"
"ENSG00000005884"	11674.4034033536	0.0169422185151641	0.0987084625599524	0.276461622853854	0.759963015206917	"ITGA3"	"integrin subunit alpha 3"
"ENSG00000005889"	1507.42976566337	0.0523987979217985	0.110151390671102	0.138142952684334	0.631147907316889	"ZFX"	"zinc finger protein X-linked"
"ENSG00000005893"	18859.954711411	-0.0157964923812197	0.0932703169384396	0.627605392052183	0.925509405746382	"LAMP2"	"lysosomal associated membrane protein 2"
"ENSG00000005961"	72.4090577500572	0.0151762084425871	0.0972550320123527	0.453044736721833	0.863252739019791	"ITGA2B"	"integrin subunit alpha 2b"
"ENSG00000006007"	1823.70743259744	0.00993242910355949	0.0905676153407258	0.78318066932297	0.963284255086594	"GDE1"	"glycerophosphodiester phosphodiesterase 1"
"ENSG00000006015"	1584.56626586053	-0.00445746102578362	0.0922455310045154	0.885592764384031	0.982270576769814	"REX1BD"	"required for excision 1-B domain containing"
"ENSG00000006016"	123.13313899027	-0.0353394946002408	0.105138841382579	0.0782490430713734	0.526815076314379	"CRLF1"	"cytokine receptor like factor 1"
"ENSG00000006025"	843.72190146168	0.00370553051199265	0.0948716871720759	0.875321773682884	0.980033289820962	"OSBPL7"	"oxysterol binding protein like 7"
"ENSG00000006042"	2755.67306973987	-0.0162339116510158	0.0974322002939663	0.44232515418371	0.858125358265681	"TMEM98"	"transmembrane protein 98"
"ENSG00000006047"	149.112428657561	-0.0158234512003348	0.099550587827394	0.000990171787468313	0.0837472201051115	"YBX2"	"Y-box binding protein 2"
"ENSG00000006062"	1415.1856307309	0.0255172039400093	0.0987462257684729	0.337150880854253	0.799939992287326	"MAP3K14"	"mitogen-activated protein kinase kinase kinase 14"
"ENSG00000006071"	156.417867099289	-0.0151220185281035	0.099225004363626	0.0522699509553396	0.461274034301686	"ABCC8"	"ATP binding cassette subfamily C member 8"
"ENSG00000006118"	8584.18509989255	0.0336019205382427	0.105255396936112	0.0428201037892769	0.430400308028111	"TMEM132A"	"transmembrane protein 132A"
"ENSG00000006125"	11763.4535830519	0.143796312867741	0.179697186993901	0.0373914465821592	0.408904566559215	"AP2B1"	"adaptor related protein complex 2 subunit beta 1"
"ENSG00000006194"	1707.27321409185	-0.0291962137490414	0.0834125464420493	0.544289464483641	0.89862076239723	"ZNF263"	"zinc finger protein 263"
"ENSG00000006210"	5335.8172722018	0.0387470774380185	0.107088357460185	0.0662954891829688	0.496032018312972	"CX3CL1"	"C-X3-C motif chemokine ligand 1"
"ENSG00000006282"	8130.96123672891	0.162491120886989	0.433637814154574	0.00866475230708417	0.231366760583415	"SPATA20"	"spermatogenesis associated 20"
"ENSG00000006283"	38.6912201929667	0.03633010720815	0.107522217477745	0.0035976396136774	0.157436382258862	"CACNA1G"	"calcium voltage-gated channel subunit alpha1 G"
"ENSG00000006327"	9338.35171640457	0.00601802659142794	0.0957785819024351	0.768551569038931	0.959939509492325	"TNFRSF12A"	"TNF receptor superfamily member 12A"
"ENSG00000006432"	543.413988579265	0.010793684458665	0.0953244113496495	0.686374960065045	0.937687825712502	"MAP3K9"	"mitogen-activated protein kinase kinase kinase 9"
"ENSG00000006451"	2710.57598619787	-0.0102443307317293	0.086976948236746	0.805731062431022	0.969131105842297	"RALA"	"RAS like proto-oncogene A"
"ENSG00000006453"	4159.14250329892	-0.0222643699583442	0.0975474186088524	0.39542081988074	0.834407726737445	"BAIAP2L1"	"BAR/IMD domain containing adaptor protein 2 like 1"
"ENSG00000006459"	845.098912943857	-0.0144691878437928	0.0936547027404386	0.633945005445436	0.926958426832031	"KDM7A"	"lysine demethylase 7A"
"ENSG00000006468"	1415.93667453222	-0.0190917303040657	0.0991579391747757	0.246349516058785	0.738864784242545	"ETV1"	"ETS variant transcription factor 1"
"ENSG00000006530"	1006.34621329838	-0.0956166749666776	0.142967260014634	0.0687014504484106	0.502282339299351	"AGK"	"acylglycerol kinase"
"ENSG00000006534"	2729.34393902521	0.00159019427842925	0.096640093910954	0.916011188966069	0.98825366612278	"ALDH3B1"	"aldehyde dehydrogenase 3 family member B1"
"ENSG00000006555"	1284.71288189166	0.0053576291527128	0.0954453686062144	0.788124291800212	0.964683773615666	"TTC22"	"tetratricopeptide repeat domain 22"
"ENSG00000006576"	1038.25522372586	0.0587683066583085	0.111205091207781	0.151373745809192	0.647699686866417	"PHTF2"	"putative homeodomain transcription factor 2"
"ENSG00000006606"	18.0218092043544	-0.0103329293160758	0.0970829867603518	0.530711666230291	0.893224670775158	"CCL26"	"C-C motif chemokine ligand 26"
"ENSG00000006607"	1559.6170085524	-0.0125996892463358	0.090791491786516	0.72613520743099	0.951634686589817	"FARP2"	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"ENSG00000006611"	6632.70077541943	0.011352178768396	0.0972267867260459	0.499938166211932	0.881312169999733	"USH1C"	"USH1 protein network component harmonin"
"ENSG00000006625"	746.414057404843	-0.10473447805873	0.166862203430715	0.0362031324800872	0.406051316652722	"GGCT"	"gamma-glutamylcyclotransferase"
"ENSG00000006634"	332.853999941253	0.00286679022302004	0.0916229954838998	0.923227331931462	0.989880660994787	"DBF4"	"DBF4 zinc finger"
"ENSG00000006638"	210.764519813233	-0.0560152590571655	0.112277935721923	0.127867811923415	0.61720858112621	"TBXA2R"	"thromboxane A2 receptor"
"ENSG00000006652"	414.036314373862	0.01070650808588	0.0871037899579554	0.771506964168054	0.96099543330958	"IFRD1"	"interferon related developmental regulator 1"
"ENSG00000006695"	980.865786364074	0.0519403860896745	0.112685398295292	0.0980702858307449	0.564042355055169	"COX10"	"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"
"ENSG00000006704"	1473.54556546279	0.0326738295401535	0.103450069738353	0.114642046410504	0.591267059707003	"GTF2IRD1"	"GTF2I repeat domain containing 1"
"ENSG00000006712"	3312.38249299249	0.124290051805973	0.169313241445304	0.0385779149069621	0.414158546188028	"PAF1"	"PAF1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000006715"	4093.37903608506	0.0406308177437642	0.0985501607599916	0.316774423430343	0.786848406574833	"VPS41"	"VPS41 subunit of HOPS complex"
"ENSG00000006740"	459.402797880477	-0.00454640492077366	0.0942520422179048	0.854672607101824	0.97649828595071	"ARHGAP44"	"Rho GTPase activating protein 44"
"ENSG00000006744"	3592.48632848067	0.00566542057913681	0.0856560317590554	0.889881815060675	0.982598386698851	"ELAC2"	"elaC ribonuclease Z 2"
"ENSG00000006747"	181.13775679584	0.0303858734736148	0.104004384454559	0.024389190842297	0.34904383566279	"SCIN"	"scinderin"
"ENSG00000006756"	3301.69932075658	0.0753823234567302	0.133037346960257	0.0499241556646679	0.452717324852954	"ARSD"	"arylsulfatase D"
"ENSG00000006757"	1034.09585264197	0.0283292950687611	0.0996359924939395	0.292096871053934	0.772877730049391	"PNPLA4"	"patatin like phospholipase domain containing 4"
"ENSG00000006831"	4356.8613643541	-0.00794214278193082	0.0884075232630419	0.83785406575834	0.973115818242691	"ADIPOR2"	"adiponectin receptor 2"
"ENSG00000006837"	29.5147966607533	-0.00546161444074672	0.0917847961829951	0.85997172446697	0.977405453847962	"CDKL3"	"cyclin dependent kinase like 3"
"ENSG00000007001"	43.4233394241319	-0.0368298562475338	0.107264903176238	0.0191554897018808	0.316089130778805	"UPP2"	"uridine phosphorylase 2"
"ENSG00000007038"	268.720380606268	0.0105591223989292	0.0985648242356214	0.0444213520709982	0.433758448251521	"PRSS21"	"serine protease 21"
"ENSG00000007047"	2441.1864962478	0.355886219044628	0.564918740608419	0.00669057288678312	0.203390764709517	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007062"	4538.10734140599	0.0217485956984794	0.100894867527886	0.0537513242694021	0.466320969366793	"PROM1"	"prominin 1"
"ENSG00000007080"	2828.78535862432	0.00861262421420387	0.0922863389786915	0.78220469306653	0.963111204286974	"CCDC124"	"coiled-coil domain containing 124"
"ENSG00000007129"	86.2402063747329	0.0300600001955119	0.10336952239041	0.0633606672797561	0.49125084854045	"CEACAM21"	"CEA cell adhesion molecule 21"
"ENSG00000007168"	4619.30518576155	-0.026396024841175	0.0841109865902079	0.562492300714576	0.905199263172817	"PAFAH1B1"	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"
"ENSG00000007171"	79.9913646792871	-0.0136310310377684	0.0971645499316564	0.481163757547981	0.87276823131323	"NOS2"	"nitric oxide synthase 2"
"ENSG00000007174"	37.6090740462729	0.00183103658190311	0.0968406267751598	0.897577629524715	0.983575831621908	"DNAH9"	"dynein axonemal heavy chain 9"
"ENSG00000007202"	4252.61384061727	0.107022199813008	0.161330739247207	0.044477431680104	0.433758448251521	"BLTP2"	"bridge-like lipid transfer protein family member 2"
"ENSG00000007216"	1907.18946760577	-0.0149876350252806	0.0991656372959519	0.116853278481076	0.595921286944851	"SLC13A2"	"solute carrier family 13 member 2"
"ENSG00000007237"	3671.44097266493	0.000653381284125735	0.0971967307192329	0.942259255263924	0.99190443788206	"GAS7"	"growth arrest specific 7"
"ENSG00000007255"	1631.20925873571	0.005511163140938	0.0921043498308773	0.808060298986726	0.96943879755721	"TRAPPC6A"	"trafficking protein particle complex subunit 6A"
"ENSG00000007264"	178.344513610789	-0.0154051341329033	0.0980914116556675	0.337178460245175	0.799939992287326	"MATK"	"megakaryocyte-associated tyrosine kinase"
"ENSG00000007306"	6860.4208757515	3.0077953412761	1.29677238624046	8.615148960518e-05	0.0249985114683585	"CEACAM7"	"CEA cell adhesion molecule 7"
"ENSG00000007312"	426.199000114532	-0.00373402075904867	0.0972846505971936	0.751899569278275	0.95644918524951	"CD79B"	"CD79b molecule"
"ENSG00000007314"	37.8724336026762	-0.0226871766899232	0.100103019259205	0.190185041706397	0.687838939908792	"SCN4A"	"sodium voltage-gated channel alpha subunit 4"
"ENSG00000007341"	456.764833500491	0.116416446487662	0.170044349636651	0.0408218328489964	0.423269482497429	"ST7L"	"suppression of tumorigenicity 7 like"
"ENSG00000007372"	81.822186261623	0.000764771899520522	0.097589899537227	0.903605792551936	0.984945288740254	"PAX6"	"paired box 6"
"ENSG00000007376"	1195.87697421032	-0.0031699835409336	0.0888659036524917	0.933323978466357	0.99046401987947	"RPUSD1"	"RNA pseudouridine synthase domain containing 1"
"ENSG00000007384"	3207.6270055545	0.00745225986964067	0.0934456928491692	0.787616764170603	0.964556575053842	"RHBDF1"	"rhomboid 5 homolog 1"
"ENSG00000007392"	2503.35997689175	0.0180093930441033	0.094976838354627	0.535657855541771	0.894882890971277	"LUC7L"	"LUC7 like"
"ENSG00000007402"	2338.50559887442	-0.021585419611804	0.0999391205791281	0.190228325577268	0.687863582958751	"CACNA2D2"	"calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"ENSG00000007516"	937.01966736215	-0.0241375645065404	0.100543015906405	0.153703019753032	0.649707004832347	"BAIAP3"	"BAI1 associated protein 3"
"ENSG00000007520"	1762.14579929625	0.0257809303768157	0.0930947717167269	0.485115285907104	0.875909170411957	"TSR3"	"TSR3 ribosome maturation factor"
"ENSG00000007541"	2774.73197394151	0.0536950577238777	0.106244979578176	0.189806560852194	0.687346406627297	"PIGQ"	"phosphatidylinositol glycan anchor biosynthesis class Q"
"ENSG00000007545"	758.513025332839	-0.0319114023645886	0.0957965691512986	0.391174626922452	0.832322805666325	"CRAMP1"	"cramped chromatin regulator homolog 1"
"ENSG00000007866"	1956.48243270421	0.0185334009901448	0.0961139819625007	0.489162769627674	0.877010961597716	"TEAD3"	"TEA domain transcription factor 3"
"ENSG00000007908"	125.422921198903	-0.01335209928084	0.0984893304609347	0.307401453305998	0.78138797989278	"SELE"	"selectin E"
"ENSG00000007923"	824.583321165035	-0.0199818790022782	0.0914756785603239	0.596347808137248	0.917282336427715	"DNAJC11"	"DnaJ heat shock protein family (Hsp40) member C11"
"ENSG00000007933"	2228.65414433399	-0.0515138525814385	0.119105740495791	1.34023968777867e-06	0.00270255597293659	"FMO3"	"flavin containing dimethylaniline monoxygenase 3"
"ENSG00000007944"	934.119662322538	0.0298227653595799	0.0998620838799298	0.26940053590641	0.754447585786079	"MYLIP"	"myosin regulatory light chain interacting protein"
"ENSG00000007952"	73.8676660001392	0.0243477047994582	0.100778689362269	0.146274463575168	0.63780754092426	"NOX1"	"NADPH oxidase 1"
