""	"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"	"subtype"	"bap1_activity_score"	"bap1_activity_class"
"65"	"TCGA-XF-AAN3-01"	"TCGA-BLCA"	0.29	11.3967960563303	TRUE	1	"chr3:2170634-91462299"	89291666	"altered"	"copynumber"	"BLCA_Basal_squamous"	-1734.40752940009	"Wildtype-like"
"66"	"TCGA-ZF-AA5P-01"	"TCGA-BLCA"	NA	11.8014485646612	FALSE	NA	"chr3:35740270-61041404"	25301135	NA	NA	"BLCA_Luminal_infiltrated"	-845.963369041165	"Wildtype-like"
"67"	"TCGA-BT-A20V-01"	"TCGA-BLCA"	0.66	12.2460270786773	FALSE	2	"chr3:45343141-53498728"	8155588	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1528.32999919341	"Wildtype-like"
"68"	"TCGA-CF-A7I0-01"	"TCGA-BLCA"	0.68	12.1081109403272	FALSE	2	"chr3:2170634-80107010"	77936377	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1711.72679588417	"Wildtype-like"
"69"	"TCGA-2F-A9KQ-01"	"TCGA-BLCA"	0.96	11.312216845763	TRUE	2	"chr3:46706963-53301715"	6594753	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1875.80372458047	"Wildtype-like"
"70"	"TCGA-ZF-A9RE-01"	"TCGA-BLCA"	0.76	11.917020946037	FALSE	2	"chr3:2170634-54212271"	52041638	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1404.69530057017	"Wildtype-like"
"71"	"TCGA-E7-A7XN-01"	"TCGA-BLCA"	0.32	12.3160989774059	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-2041.73752875652	"Wildtype-like"
"72"	"TCGA-G2-A2EC-01"	"TCGA-BLCA"	NA	11.8264039033911	FALSE	NA	"chr3:46729956-107663175"	60933220	NA	NA	"BLCA_Luminal_infiltrated"	-1478.95588689029	"Wildtype-like"
"73"	"TCGA-E7-A678-01"	"TCGA-BLCA"	0.92	11.8608393863747	FALSE	2	"chr3:2170634-196023871"	193853238	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1660.95295625499	"Wildtype-like"
"74"	"TCGA-G2-A2EF-01"	"TCGA-BLCA"	0.61	11.5135764207349	TRUE	2	"chr3:49017246-58059811"	9042566	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1102.27768564894	"Wildtype-like"
"75"	"TCGA-GD-A3OS-01"	"TCGA-BLCA"	0.72	12.2051160221034	FALSE	2	"chr3:45073253-69547057"	24473805	"unaltered"	"unaltered"	"BLCA_Neuronal"	-1369.94953057931	"Wildtype-like"
"76"	"TCGA-DK-A3WW-01"	"TCGA-BLCA"	0.5	12.0347163846008	FALSE	2	"chr3:2170634-145887787"	143717154	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1471.86893302776	"Wildtype-like"
"77"	"TCGA-GD-A3OQ-01"	"TCGA-BLCA"	0.78	12.0435702644766	FALSE	2	"chr3:22422637-71908609"	49485973	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1616.00788817368	"Wildtype-like"
"78"	"TCGA-FD-A3SQ-01"	"TCGA-BLCA"	0.5	11.8393065432996	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1275.0818918061	"Wildtype-like"
"79"	"TCGA-G2-A2EL-01"	"TCGA-BLCA"	0.98	11.066482178004	TRUE	1	"chr3:46907540-53514902"	6607363	"altered"	"copynumber"	"BLCA_Neuronal"	-875.37806802187	"Wildtype-like"
"80"	"TCGA-XF-A9T8-01"	"TCGA-BLCA"	0.44	11.8711151996564	FALSE	2	"chr3:2170634-61040679"	58870046	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1316.57596996232	"Wildtype-like"
"81"	"TCGA-GD-A3OP-01"	"TCGA-BLCA"	0.24	11.9391445875142	FALSE	4	"chr3:2170634-86035233"	83864600	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1156.31100100566	"Wildtype-like"
"82"	"TCGA-XF-AAML-01"	"TCGA-BLCA"	0.74	12.4196122422853	FALSE	4	"chr3:12574081-76945353"	64371273	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1181.42947595266	"Wildtype-like"
"83"	"TCGA-4Z-AA82-01"	"TCGA-BLCA"	0.58	11.344514188558	TRUE	2	"chr3:12097266-65427378"	53330113	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1771.09242918989	"Wildtype-like"
"84"	"TCGA-K4-A5RI-01"	"TCGA-BLCA"	0.71	11.493693353699	TRUE	1	"chr3:2170634-85636949"	83466316	"altered"	"copynumber"	"BLCA_Basal_squamous"	-1479.35389731422	"Wildtype-like"
"85"	"TCGA-XF-A9ST-01"	"TCGA-BLCA"	0.87	12.3179866997874	FALSE	3	"chr3:50501788-52704149"	2202362	"unaltered"	"unaltered"	"BLCA_Neuronal"	-1543.94622530887	"Wildtype-like"
"86"	"TCGA-GV-A3QH-01"	"TCGA-BLCA"	0.48	12.2188945631171	FALSE	6	"chr3:46401695-52627026"	6225332	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1434.93221537867	"Wildtype-like"
"87"	"TCGA-4Z-AA81-01"	"TCGA-BLCA"	0.55	11.4554774578517	TRUE	3	"chr3:12450038-59569102"	47119065	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-2242.98614653659	"Wildtype-like"
"88"	"TCGA-FD-A3B6-01"	"TCGA-BLCA"	0.42	11.739075938835	FALSE	2	"chr3:46240253-74231178"	27990926	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1284.3141857002	"Wildtype-like"
"89"	"TCGA-DK-A1AC-01"	"TCGA-BLCA"	0.69	11.0580842799884	TRUE	3	"chr3:35440410-72769751"	37329342	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-917.604102756088	"Wildtype-like"
"90"	"TCGA-ZF-A9R4-01"	"TCGA-BLCA"	0.91	12.0611309123693	FALSE	4	"chr3:45552477-52457431"	6904955	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1434.39558401779	"Wildtype-like"
"91"	"TCGA-K4-AAQO-01"	"TCGA-BLCA"	0.33	11.2958232638186	TRUE	4	"chr3:50001870-78214178"	28212309	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-742.350132750871	"Wildtype-like"
"92"	"TCGA-FD-A6TB-01"	"TCGA-BLCA"	0.28	12.4772908711161	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-961.102628307697	"Wildtype-like"
"93"	"TCGA-XF-AAMG-01"	"TCGA-BLCA"	0.75	11.1196497152869	TRUE	2	"chr3:49044217-63073436"	14029220	"unaltered"	"unaltered"	"BLCA_Neuronal"	-1378.1238278726	"Wildtype-like"
"94"	"TCGA-CF-A1HR-01"	"TCGA-BLCA"	0.4	12.4730041521561	FALSE	6	"chr3:34504111-53503488"	18999378	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1495.95425322818	"Wildtype-like"
"95"	"TCGA-CF-A3MG-01"	"TCGA-BLCA"	0.8	12.0135548076598	FALSE	4	"chr3:2170634-73721245"	71550612	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1456.70635926411	"Wildtype-like"
"96"	"TCGA-LC-A66R-01"	"TCGA-BLCA"	0.37	11.6836968588083	FALSE	2	"chr3:14389961-61081314"	46691354	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1282.45546458534	"Wildtype-like"
"97"	"TCGA-GU-AATP-01"	"TCGA-BLCA"	0.65	11.7252146706633	FALSE	3	"chr3:51669593-55413052"	3743460	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1387.40836347688	"Wildtype-like"
"98"	"TCGA-2F-A9KW-01"	"TCGA-BLCA"	0.58	12.0371234598182	FALSE	4	"chr3:48946000-52784446"	3838447	"unaltered"	"unaltered"	"BLCA_Luminal"	-1392.81411042557	"Wildtype-like"
"99"	"TCGA-UY-A9PF-01"	"TCGA-BLCA"	0.37	11.3957921376022	TRUE	4	"chr3:2170634-127700275"	125529642	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1259.17215070109	"Wildtype-like"
"100"	"TCGA-FD-A43N-01"	"TCGA-BLCA"	0.5	11.4841561042169	TRUE	6	"chr3:50913796-61097926"	10184131	"unaltered"	"unaltered"	"BLCA_Luminal"	-1335.50356501495	"Wildtype-like"
"101"	"TCGA-GV-A3JW-01"	"TCGA-BLCA"	0.84	11.4610080108121	TRUE	2	"chr3:37391315-59720118"	22328804	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1551.23263993745	"Wildtype-like"
"102"	"TCGA-DK-A1A7-01"	"TCGA-BLCA"	0.74	11.360578338767	TRUE	3	"chr3:50800518-53476670"	2676153	"unaltered"	"unaltered"	"BLCA_Luminal"	-1208.3253355843	"Wildtype-like"
"103"	"TCGA-E7-A7DV-01"	"TCGA-BLCA"	0.35	11.8634795463678	FALSE	2	"chr3:35110668-76740238"	41629571	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1464.03208498485	"Wildtype-like"
"104"	"TCGA-DK-A3IK-01"	"TCGA-BLCA"	0.5	11.3743968347816	TRUE	3	"chr3:50187596-53899849"	3712254	"unaltered"	"unaltered"	"BLCA_Luminal"	-1408.7135745697	"Wildtype-like"
"105"	"TCGA-C4-A0F0-01"	"TCGA-BLCA"	0.39	11.6929582350252	FALSE	5	"chr3:39025432-61040294"	22014863	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1492.52374156749	"Wildtype-like"
"106"	"TCGA-DK-A3X2-01"	"TCGA-BLCA"	0.92	11.7566965744126	FALSE	4	"chr3:50538195-86674475"	36136281	"altered"	"mutation"	"BLCA_Luminal_papillary"	-1883.65222473797	"Wildtype-like"
"107"	"TCGA-E5-A2PC-01"	"TCGA-BLCA"	0.79	12.0666126621838	FALSE	3	"chr3:12026850-59720118"	47693269	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1217.00861968951	"Wildtype-like"
"108"	"TCGA-BT-A20Q-01"	"TCGA-BLCA"	0.68	11.618139194603	FALSE	2	"chr3:2170634-102861957"	100691324	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1510.18328183156	"Wildtype-like"
"109"	"TCGA-DK-A3IM-01"	"TCGA-BLCA"	0.83	11.7059236981719	FALSE	2	"chr3:51293378-53317944"	2024567	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1586.0130760712	"Wildtype-like"
"110"	"TCGA-FD-A43P-01"	"TCGA-BLCA"	0.42	11.7870002772409	FALSE	3	"chr3:39832114-73869857"	34037744	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-921.000013186058	"Wildtype-like"
"111"	"TCGA-SY-A9G0-01"	"TCGA-BLCA"	0.17	11.8084297592603	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1026.09333938737	"Wildtype-like"
"112"	"TCGA-XF-A9SU-01"	"TCGA-BLCA"	0.26	11.5767955318629	FALSE	3	"chr3:45185481-57874537"	12689057	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1719.89996513626	"Wildtype-like"
"113"	"TCGA-UY-A78O-01"	"TCGA-BLCA"	0.76	10.6732425661598	TRUE	2	"chr3:52223619-52917486"	693868	"unaltered"	"unaltered"	"BLCA_Luminal_papillary"	-1753.10582315927	"Wildtype-like"
"114"	"TCGA-CF-A8HX-01"	"TCGA-BLCA"	0.95	11.4070808142669	TRUE	1	"chr3:50001870-52759837"	2757968	"altered"	"copynumber"	"BLCA_Luminal_papillary"	-1783.75795743046	"Wildtype-like"
"115"	"TCGA-FD-A3SL-01"	"TCGA-BLCA"	0.42	11.2639159269302	TRUE	4	"chr3:45579074-53480098"	7901025	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-801.594137065771	"Wildtype-like"
"116"	"TCGA-4Z-AA87-01"	"TCGA-BLCA"	0.61	11.090794008212	TRUE	3	"chr3:49573409-59684919"	10111511	"unaltered"	"unaltered"	"BLCA_Luminal_infiltrated"	-1665.89240776991	"Wildtype-like"
"117"	"TCGA-DK-AA6S-01"	"TCGA-BLCA"	0.68	12.3990925872448	FALSE	2	"chr3:46460279-53233179"	6772901	"unaltered"	"unaltered"	"BLCA_Basal_squamous"	-1268.18635327759	"Wildtype-like"
