file_name	cases	project
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B07_1348280.nocnv_grch38.seg.v2.txt	TCGA-PK-A5HB-11A-11D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B01_1348512.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K4-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F09_1348288.nocnv_grch38.seg.v2.txt	TCGA-PK-A5HB-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C07_1348294.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LR-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G01_1348538.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JC-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F07_1348352.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LM-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B03_1348376.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L5-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A09_1348290.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L4-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F08_1348520.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JJ-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F10_1348518.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JZ-01A-11D-A29H-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E02_1361630.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KQ-01A-11D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B09_1348610.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JB-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G02_1348606.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JK-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F01_1348254.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LL-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E03_1348316.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K9-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F09_1348456.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JR-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A12_1348248.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LT-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G05_1348458.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K8-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C07_1348498.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K8-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F08_1348244.nocnv_grch38.seg.v2.txt	TCGA-OU-A5PI-01A-12D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B06_1348400.nocnv_grch38.seg.v2.txt	TCGA-OU-A5PI-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G06_1348262.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LG-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C04_1348358.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LG-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A06_1348274.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LS-10A-01D-A29K-01	TCGA-ACC
DLP_REDO_FROM_AQUAE_E08.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LS-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B07_1348524.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K5-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F05_1348542.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K5-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F06_1348360.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LD-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B04_1348326.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LD-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A10_1348266.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LC-10A-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_F02_1361634.nocnv_grch38.seg.v2.txt	TCGA-P6-A5OH-11A-01D-A309-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_F03_1361794.nocnv_grch38.seg.v2.txt	TCGA-P6-A5OH-01A-11D-A309-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B09_1348398.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L6-10C-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F03_1348580.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JQ-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E04_1348252.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KT-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B10_1348272.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LE-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A03_1348310.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L3-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E05_1348374.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L3-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B11_1348270.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LN-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C11_1348522.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JT-10A-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D11_1361642.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KB-01A-11D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D08_1348486.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JE-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E08_1348588.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JG-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G01_1348408.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LN-01A-11D-A29H-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E04_1361650.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KS-01A-11D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B03_1348552.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JA-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C05_1348464.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JS-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G03_1348496.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JS-01A-11D-A29H-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E12_1361740.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LI-10A-01D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D04_1348436.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JV-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F02_1348534.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JI-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B04_1348430.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JI-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E12_1348354.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LC-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F11_1348304.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L6-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B05_1348484.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JQ-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A01_1348356.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KT-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E12_1348454.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J3-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F04_1348490.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JY-01A-31D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G09_1348510.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JT-01A-11D-A29H-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E05_1361692.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KS-10A-01D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E09_1348548.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JP-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E02_1348470.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JF-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B05_1348320.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LM-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C03_1348442.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JC-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E11_1348312.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L4-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F11_1348558.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K6-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A08_1348592.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J2-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C10_1348286.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L9-10B-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E03_1361702.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KQ-10A-01D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E03_1348586.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JO-01A-11D-A29H-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E09_1361742.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L2-10A-01D-A309-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E01_1348422.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L9-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A05_1348546.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JO-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A11_1348302.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LL-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D12_1348604.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J1-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A02_1348466.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J1-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B08_1348416.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KW-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B11_1348472.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JR-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F02_1348234.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LT-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G04_1348440.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K0-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C06_1348468.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K0-10B-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B02_1348340.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KV-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F12_1348250.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LE-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B02_1348602.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J3-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C01_1348382.nocnv_grch38.seg.v2.txt	TCGA-PK-A5H8-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D02_1348428.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JE-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F06_1348594.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J4-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D05_1348482.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K2-10B-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B01_1348334.nocnv_grch38.seg.v2.txt	TCGA-PK-A5HA-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D06_1348572.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K2-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C08_1348584.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J6-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G06_1348526.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J6-01A-31D-A29H-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E07_1361714.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L1-10A-01D-A309-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E10_1361620.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LF-01A-11D-A309-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D09_1361712.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JU-10A-01D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E07_1348450.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J9-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D10_1348550.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JV-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E06_1348372.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LB-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C03_1348370.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L8-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_G07_1348514.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JD-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C09_1348460.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JD-10B-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D06_1348308.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KO-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D03_1348390.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KO-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E04_1348480.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JW-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A06_1348570.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JW-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D01_1348260.nocnv_grch38.seg.v2.txt	TCGA-PA-A5YG-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C01_1348494.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K6-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C10_1348540.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JL-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E09_1348242.nocnv_grch38.seg.v2.txt	TCGA-PK-A5H9-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E06_1348508.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J2-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C02_1348492.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J5-10A-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E08_1361700.nocnv_grch38.seg.v2.txt	TCGA-OR-A5L2-01A-11D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C04_1348582.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JK-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F07_1348536.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JB-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F10_1348394.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KW-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C08_1348296.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K9-11A-11D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E01_1348560.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J8-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_F04_1348258.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KV-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G07_1348342.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LO-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B06_1348568.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JY-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D12_1348344.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KY-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C09_1348346.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KY-10A-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D10_1361652.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KB-11A-11D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_B08_1348532.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J4-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_A10_1348528.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JG-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_F01_1348434.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JA-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C02_1348278.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KX-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_G04_1348276.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KX-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C06_1348268.nocnv_grch38.seg.v2.txt	TCGA-P6-A5OG-10A-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D12_1361734.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KP-10A-01D-A309-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_C12_1348478.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K1-10A-01D-A29K-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A04_1348246.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LB-10A-01D-A29K-01	TCGA-ACC
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_D07_1361646.nocnv_grch38.seg.v2.txt	TCGA-OR-A5JH-10A-01D-A309-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D07_1348282.nocnv_grch38.seg.v2.txt	TCGA-OR-A5KZ-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_E02_1348414.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LH-01A-11D-A29H-01	TCGA-ACC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D02_1348388.nocnv_grch38.seg.v2.txt	TCGA-OR-A5LJ-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D01_1348590.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J7-10A-01D-A29K-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_E11_1348556.nocnv_grch38.seg.v2.txt	TCGA-OR-A5K4-01A-11D-A29H-01	TCGA-ACC
BLAIN_p_TCGA_282_304_b2_N_GenomeWideSNP_6_D07_1348598.nocnv_grch38.seg.v2.txt	TCGA-OR-A5J7-01A-11D-A29H-01	TCGA-ACC
